user_id,original_image,face_id,age,gender,x,y,dx,dy,tilt_ang,fiducial_yaw_angle,fiducial_score
10044155@N06,11345780073_f1f561ce66_o.jpg,132,"(25, 32)",f,1032,1157,294,293,-5,45,65
10044155@N06,11344036584_5ba4b6d6a0_o.jpg,133,"(38, 43)",f,1032,1322,287,287,-100,0,58
10044155@N06,11344036584_5ba4b6d6a0_o.jpg,132,"(25, 32)",f,1139,1114,281,280,-85,0,138
10044155@N06,11345714956_886896e6c1_o.jpg,132,"(25, 32)",f,1010,1243,306,306,-25,0,136
10044155@N06,11345714956_886896e6c1_o.jpg,145,"(38, 43)",m,745,1166,268,268,-10,-15,62
10044155@N06,11343865944_ea294ffe50_o.jpg,140,"(38, 43)",m,694,1128,530,529,-90,0,130
10044155@N06,11343865944_ea294ffe50_o.jpg,133,"(38, 43)",f,997,785,376,376,-85,0,108
10044155@N06,11345613005_790b0ce836_o.jpg,139,"(38, 43)",m,788,1000,243,243,0,0,38
10044155@N06,11345440565_249feec5c3_o.jpg,134,"(48, 53)",m,148,1544,261,261,-25,0,88
10044155@N06,9345563823_ac876e96aa_o.jpg,161,"(38, 43)",m,0,458,193,212,-5,0,37
10044155@N06,9345563823_ac876e96aa_o.jpg,162,"(38, 43)",m,682,481,152,152,-10,-15,9
10044155@N06,8693449318_a388e6114e_o.jpg,163,"(38, 43)",m,2256,376,306,306,-10,0,70
10044155@N06,11331443003_96947bfb3f_o.jpg,135,"(48, 53)",m,1828,459,242,242,5,0,16
10044155@N06,11345754364_d868d334e5_o.jpg,164,"(48, 53)",m,570,844,242,242,-25,0,72
10044155@N06,11345646293_9f2d7cae38_o.jpg,155,"(25, 32)",m,1536,497,484,484,-5,0,123
10044155@N06,11345646293_9f2d7cae38_o.jpg,140,"(38, 43)",m,2049,363,465,465,0,0,69
10044155@N06,11345646293_9f2d7cae38_o.jpg,147,"(48, 53)",m,1066,412,446,447,-5,0,132
10044155@N06,11345646293_9f2d7cae38_o.jpg,165,"(25, 32)",f,619,494,421,420,5,0,52
10044155@N06,8692440127_94acda22d8_o.jpg,166,"(48, 53)",m,2624,935,243,242,10,0,80
10044155@N06,11345575573_ae2888fe5d_o.jpg,167,"(25, 32)",m,2057,306,402,401,0,0,54
10044155@N06,11344033223_dc97ea2a53_o.jpg,133,"(38, 43)",f,639,621,382,383,-5,0,47
10044155@N06,9348335200_3b1bc97c47_o.jpg,133,"(38, 43)",f,769,476,152,152,20,0,18
10044155@N06,11345620235_1e99d8f82a_o.jpg,140,"(38, 43)",m,1085,1367,287,287,-95,0,138
10044155@N06,11345620235_1e99d8f82a_o.jpg,139,"(38, 43)",m,1208,986,267,268,-85,0,28
10044155@N06,11345596463_f1b436705f_o.jpg,133,"(38, 43)",f,894,586,822,822,15,0,87
10044155@N06,11345554614_b4907f8f02_o.jpg,145,"(38, 43)",m,1949,490,497,498,5,0,121
10044155@N06,9358148237_c2ac5fbee5_o.jpg,168,"(38, 43)",m,946,441,319,319,0,0,68
10044155@N06,9358148237_c2ac5fbee5_o.jpg,140,"(38, 43)",m,537,374,306,306,0,0,109
10044155@N06,11344008603_9b804d45cf_o.jpg,147,"(48, 53)",m,474,1165,619,618,-90,0,138
10044155@N06,11331408183_5c86f8809a_o.jpg,139,"(38, 43)",m,1372,533,280,281,20,0,9
10044155@N06,11345769543_aa0aa99e87_o.jpg,140,"(38, 43)",m,1176,428,287,287,0,0,148
10044155@N06,11345769543_aa0aa99e87_o.jpg,139,"(38, 43)",m,1568,564,261,261,5,0,37
10044155@N06,11331197755_a013a4ef4c_o.jpg,146,"(48, 53)",m,2259,709,306,306,0,-15,7
10044155@N06,10742842176_c74e541f5b_o.jpg,150,"(38, 43)",m,734,618,459,459,0,0,50
10044155@N06,11345648143_0726f9fde6_o.jpg,155,"(25, 32)",m,1536,497,484,484,-5,0,123
10044155@N06,11345648143_0726f9fde6_o.jpg,140,"(38, 43)",m,2049,363,465,465,0,0,69
10044155@N06,11345648143_0726f9fde6_o.jpg,147,"(48, 53)",m,1066,412,446,447,-5,0,132
10044155@N06,11345648143_0726f9fde6_o.jpg,165,"(25, 32)",f,619,494,421,420,5,0,52
10044155@N06,11345661333_52d0ac2914_o.jpg,169,"(48, 53)",m,0,795,658,733,0,0,43
10044155@N06,11345661333_52d0ac2914_o.jpg,136,"(48, 53)",m,573,765,612,612,20,0,15
10044155@N06,11345661333_52d0ac2914_o.jpg,170,"(38, 43)",m,1981,776,503,503,0,0,54
10044155@N06,11345661333_52d0ac2914_o.jpg,140,"(38, 43)",m,1391,564,491,491,-5,0,78
10044155@N06,11345661333_52d0ac2914_o.jpg,171,"(48, 53)",f,2969,339,261,261,-15,30,63
10044155@N06,11345729574_42cd79dc37_o.jpg,132,"(25, 32)",f,1101,1195,261,261,-25,0,132
10044155@N06,11343942943_a3763042ce_o.jpg,133,"(38, 43)",f,924,790,484,485,-95,15,80
10044155@N06,11345463206_1ab1e81d42_o.jpg,147,"(48, 53)",m,910,737,331,332,-5,-30,56
10044155@N06,11345463206_1ab1e81d42_o.jpg,145,"(38, 43)",m,2578,645,313,312,0,0,16
10044155@N06,11331240775_80106d2f12_o.jpg,172,"(38, 43)",f,4529,1507,338,337,0,30,83
10044155@N06,9348347998_1c42a8f3f1_o.jpg,173,"(48, 53)",m,688,455,384,385,5,0,33
10044155@N06,9348347998_1c42a8f3f1_o.jpg,174,"(15, 20)",m,1171,502,336,337,10,0,80
10044155@N06,9348347998_1c42a8f3f1_o.jpg,175,"(15, 20)",f,1424,673,324,323,0,0,91
10044155@N06,11344035543_1598217bf9_o.jpg,133,"(38, 43)",f,495,686,383,383,5,0,53
10044155@N06,11331231605_1083a690dc_o.jpg,144,"(60, 100)",f,1219,1169,612,612,5,0,92
10044155@N06,11343758975_04c1067ca8_o.jpg,140,"(38, 43)",m,972,1292,446,446,-90,0,82
10044155@N06,11343758975_04c1067ca8_o.jpg,133,"(38, 43)",f,1155,932,395,395,-105,0,42
10044155@N06,11343871024_db071b2f98_o.jpg,132,"(25, 32)",f,1098,1141,306,306,-85,0,116
10044155@N06,11345491524_801281ac3d_o.jpg,135,"(48, 53)",m,1205,300,260,260,-5,0,22
10044155@N06,11343991073_81a6175e9b_o.jpg,134,"(48, 53)",m,723,819,242,242,-25,0,77
10044155@N06,11331402483_0f6d379fb0_o.jpg,149,"(60, 100)",m,2132,863,306,306,-5,30,44
10044155@N06,11343971404_f52e899ab1_o.jpg,140,"(38, 43)",m,439,1378,415,414,-90,0,56
10044155@N06,11343971404_f52e899ab1_o.jpg,147,"(48, 53)",m,468,868,383,383,-90,15,135
10044155@N06,9345560725_1033d0a3ab_o.jpg,176,"(15, 20)",m,1597,251,228,227,5,15,60
10044155@N06,9345560725_1033d0a3ab_o.jpg,177,"(38, 43)",f,1185,458,224,224,-10,0,58
10044155@N06,9345560725_1033d0a3ab_o.jpg,173,"(48, 53)",m,1376,340,212,212,-10,15,18
10044155@N06,10155636326_25706d9931_o.jpg,143,"(25, 32)",m,883,120,143,144,5,0,78
10044155@N06,11345515785_ef6eeefd51_o.jpg,134,"(48, 53)",m,2114,752,982,982,0,45,44
10044155@N06,11345515785_ef6eeefd51_o.jpg,135,"(48, 53)",m,1628,274,765,765,-15,30,36
10044155@N06,11345515785_ef6eeefd51_o.jpg,145,"(38, 43)",m,487,517,708,708,0,0,56
10044155@N06,9345520435_7681bd54bb_o.jpg,178,"(60, 100)",m,961,791,304,304,5,30,95
10044155@N06,9345520435_7681bd54bb_o.jpg,179,"(48, 53)",f,730,893,240,240,20,0,168
10044155@N06,11345764773_45f48e3898_o.jpg,140,"(38, 43)",m,1131,1364,287,287,-95,0,134
10044155@N06,11345764773_45f48e3898_o.jpg,139,"(38, 43)",m,1259,1007,255,255,-85,0,37
10044155@N06,11345830753_1574997964_o.jpg,137,"(48, 53)",m,1762,1451,242,243,180,0,57
10044155@N06,11345830753_1574997964_o.jpg,153,"(48, 53)",m,1367,1502,242,243,180,0,98
10044155@N06,9345643869_4353a29134_o.jpg,180,"(38, 43)",f,1585,524,324,325,10,0,25
10044155@N06,9345643869_4353a29134_o.jpg,140,"(38, 43)",m,981,281,308,309,5,30,45
10044155@N06,10745058173_97ba579984_o.jpg,181,"(38, 43)",m,578,0,192,154,0,30,7
10044155@N06,11345535113_0298e0a9b8_o.jpg,149,"(60, 100)",m,2132,863,306,306,-5,30,44
10044155@N06,11331359584_70f228b11a_o.jpg,139,"(38, 43)",m,1055,814,382,382,10,0,31
10044155@N06,11331339346_04d596b4bf_o.jpg,133,"(38, 43)",f,1378,532,427,427,10,0,51
10044155@N06,11345511995_449a374ae8_o.jpg,155,"(25, 32)",m,899,405,449,448,15,45,39
10044155@N06,11345511995_449a374ae8_o.jpg,140,"(38, 43)",m,445,274,344,344,10,30,85
10044155@N06,11345760473_128b13453c_o.jpg,145,"(38, 43)",m,980,970,242,242,-10,0,104
10044155@N06,11345525826_8798fa00f2_o.jpg,182,"(38, 43)",f,514,2091,274,274,0,0,32
10044155@N06,9345543387_b7ca38c8be_o.jpg,140,"(38, 43)",m,1113,379,260,260,10,0,49
10044155@N06,9345543387_b7ca38c8be_o.jpg,183,"(25, 32)",f,1387,547,200,201,0,0,120
10044155@N06,9345543387_b7ca38c8be_o.jpg,184,"(48, 53)",m,1809,556,192,191,0,30,57
10044155@N06,11345711336_7a70c81d07_o.jpg,146,"(48, 53)",m,823,1050,268,268,-15,0,127
10044155@N06,11345711336_7a70c81d07_o.jpg,132,"(25, 32)",f,1031,1059,261,262,-15,0,133
10044155@N06,11331320526_f8635e254e_o.jpg,148,"(48, 53)",f,398,854,242,242,-5,0,101
10044155@N06,11331320526_f8635e254e_o.jpg,134,"(48, 53)",m,986,846,242,242,0,0,119
10044155@N06,11331320526_f8635e254e_o.jpg,145,"(38, 43)",m,1533,833,242,242,0,0,84
10044155@N06,11331320526_f8635e254e_o.jpg,149,"(60, 100)",m,688,809,242,242,0,-15,112
10044155@N06,11331320526_f8635e254e_o.jpg,140,"(38, 43)",m,2422,819,242,242,-5,0,41
10044155@N06,11331320526_f8635e254e_o.jpg,146,"(48, 53)",m,1289,919,242,242,0,0,89
10044155@N06,11345592353_f45f03472d_o.jpg,145,"(38, 43)",m,1361,980,414,414,-25,0,56
10044155@N06,11345592353_f45f03472d_o.jpg,185,"(38, 43)",m,932,1002,395,395,-15,0,45
10044155@N06,11331249165_77589fb6dc_o.jpg,139,"(38, 43)",m,1286,889,267,268,-5,30,22
10044155@N06,11331249165_77589fb6dc_o.jpg,145,"(38, 43)",m,986,798,242,242,20,0,94
10044155@N06,11345804833_df3fc70d54_o.jpg,139,"(38, 43)",m,1072,1035,242,243,5,-15,23
10044155@N06,11345804833_df3fc70d54_o.jpg,147,"(48, 53)",m,1687,991,243,242,-10,45,31
10044155@N06,11345804833_df3fc70d54_o.jpg,145,"(38, 43)",m,1421,970,242,242,-5,0,5
10044155@N06,11343969004_a2b72540b6_o.jpg,140,"(38, 43)",m,482,1322,428,427,-95,0,69
10044155@N06,11343969004_a2b72540b6_o.jpg,147,"(48, 53)",m,538,868,383,383,-95,0,149
10044155@N06,11345786763_b3c1c8b41a_o.jpg,140,"(38, 43)",m,949,972,275,274,0,0,176
10044155@N06,11345786763_b3c1c8b41a_o.jpg,132,"(25, 32)",f,1102,1187,262,261,5,0,137
29671106@N00,10211585463_7258e6f135_o.jpg,186,"(0, 2)",u,894,301,1185,1185,190,-30,79
29671106@N00,10163401925_8de461d88c_o.jpg,186,"(0, 2)",u,1112,658,816,816,-80,0,142
29671106@N00,10132405553_379a39f3ca_o.jpg,187,"(8, 12)",f,0,299,757,661,260,0,82
29671106@N00,10230569703_7b328fd649_o.jpg,186,"(0, 2)",u,999,607,625,624,-90,-30,43
29671106@N00,10352348895_b3d416c45e_o.jpg,186,"(0, 2)",u,0,0,3264,2448,-115,15,5
29671106@N00,10211556343_78e40ec5e7_o.jpg,186,"(0, 2)",u,1641,1021,638,638,190,0,100
29671106@N00,11417576495_3c3e3e2b6b_o.jpg,186,"(0, 2)",u,251,549,1753,1753,-85,0,61
29671106@N00,9083467706_9a11692a04_o.jpg,186,"(0, 2)",u,168,516,1390,1390,-80,45,52
29671106@N00,9058780701_6a018534eb_o.jpg,186,"(0, 2)",u,702,0,2474,2288,-75,0,16
29671106@N00,11421265666_d5bbd01d03_o.jpg,186,"(0, 2)",u,0,12,2714,2436,-105,0,13
29671106@N00,11466128775_915085a611_o.jpg,186,"(0, 2)",u,207,412,2403,2036,-85,30,61
29671106@N00,8874474475_8d44abe4ec_o.jpg,186,"(0, 2)",u,878,580,1307,1307,-80,0,43
29671106@N00,9058762993_16f186829f_o.jpg,188,"(38, 43)",m,1375,452,663,663,10,0,77
29671106@N00,10211276013_bca3cbfc1c_o.jpg,186,"(0, 2)",u,444,438,969,969,-80,30,129
29671106@N00,11421476796_9280868c65_o.jpg,186,"(0, 2)",u,371,444,1428,1428,-90,0,115
29671106@N00,11418671403_3e17db796d_o.jpg,186,"(0, 2)",u,425,23,2839,2425,-100,0,28
29671106@N00,11472453305_cd512a2b62_o.jpg,186,"(0, 2)",u,533,1000,931,931,-110,0,143
29671106@N00,9337062817_c20cae699c_o.jpg,189,"(38, 43)",f,849,1141,261,261,-10,-45,71
29671106@N00,11560453163_0f9451e2c5_o.jpg,186,"(0, 2)",u,1526,1047,587,586,-85,0,149
29671106@N00,9395357303_c62c8d8379_o.jpg,190,"(15, 20)",f,331,581,1447,1447,-95,0,100
29671106@N00,8768505549_6b2eca1478_o.jpg,188,"(38, 43)",m,229,411,633,549,-85,-30,65
29671106@N00,9557625788_511eb7a4b4_o.jpg,186,"(0, 2)",u,69,154,776,776,-80,0,122
29671106@N00,9269438274_9d9071d083_o.jpg,186,"(0, 2)",u,380,239,1792,1791,-85,-45,23
29671106@N00,11018068775_ed58b85a6f_o.jpg,186,"(0, 2)",u,240,720,1020,1020,-100,0,56
29671106@N00,9398108632_413a2aeca6_o.jpg,186,"(0, 2)",u,0,0,2680,2448,-80,15,77
29671106@N00,11417584086_b0dc7c6c5d_o.jpg,186,"(0, 2)",u,1029,1021,510,510,-100,15,160
29671106@N00,11193011473_c4131d0911_o.jpg,191,"(8, 12)",f,533,1512,377,376,185,15,71
29671106@N00,11193011473_c4131d0911_o.jpg,192,"(8, 12)",f,1875,1392,332,332,170,15,58
29671106@N00,11193011473_c4131d0911_o.jpg,193,"(4, 6)",m,2640,1059,306,306,160,0,22
29671106@N00,11193011473_c4131d0911_o.jpg,194,"(4, 6)",f,1643,1166,299,300,165,0,100
29671106@N00,11193011473_c4131d0911_o.jpg,187,"(8, 12)",f,1367,1537,300,300,170,0,99
29671106@N00,11193011473_c4131d0911_o.jpg,186,"(0, 2)",u,854,1418,293,293,185,0,52
29671106@N00,11193011473_c4131d0911_o.jpg,195,"(4, 6)",f,2404,1427,287,287,190,0,112
29671106@N00,9217968608_bbec47296d_o.jpg,188,"(38, 43)",m,309,1193,669,670,-70,0,23
29671106@N00,10211425054_ef30bea426_o.jpg,186,"(0, 2)",u,1565,457,1587,1587,165,0,91
29671106@N00,11560343594_35d02a2fb1_o.jpg,186,"(0, 2)",u,1560,922,593,593,-80,0,130
29671106@N00,9336820062_e25cfd70a7_o.jpg,188,"(38, 43)",m,1383,895,688,689,-105,0,54
29671106@N00,11193017206_b51bd25ed3_o.jpg,188,"(38, 43)",m,1676,782,242,242,-70,15,107
29671106@N00,9060992164_8441b0b94c_o.jpg,189,"(38, 43)",f,1628,309,855,854,-5,0,114
29671106@N00,9202461154_110239aa60_o.jpg,196,"(38, 43)",m,1340,411,350,350,-10,0,42
29671106@N00,9395338151_eda0440a90_o.jpg,186,"(0, 2)",u,1289,1083,510,510,-110,0,61
29671106@N00,10217939165_696f39f154_o.jpg,186,"(0, 2)",u,675,879,587,587,-95,0,151
29671106@N00,11486713484_8cbecace5d_o.jpg,186,"(0, 2)",u,1066,409,1382,1535,5,0,125
29671106@N00,10230401544_c12478806d_o.jpg,186,"(0, 2)",u,992,696,657,657,-95,-15,24
29671106@N00,9619569772_1739324ae5_o.jpg,186,"(0, 2)",u,1211,425,1772,1772,-70,0,164
29671106@N00,10352345105_f0c7095029_o.jpg,186,"(0, 2)",u,0,0,3066,2448,-100,0,53
29671106@N00,11192887164_eb6b29b00e_o.jpg,197,"(8, 12)",m,513,1904,382,383,180,0,90
29671106@N00,11192887164_eb6b29b00e_o.jpg,192,"(8, 12)",f,1890,1601,382,383,170,30,62
29671106@N00,11192887164_eb6b29b00e_o.jpg,191,"(8, 12)",f,957,1746,383,383,180,0,76
29671106@N00,11192887164_eb6b29b00e_o.jpg,194,"(4, 6)",f,1700,1255,325,325,185,15,76
29671106@N00,11192887164_eb6b29b00e_o.jpg,186,"(0, 2)",u,1300,1617,300,300,160,0,80
29671106@N00,11192887164_eb6b29b00e_o.jpg,193,"(4, 6)",m,2671,1314,299,300,165,0,74
29671106@N00,10230470344_085e6218f0_o.jpg,188,"(38, 43)",m,216,1211,612,612,-100,-45,82
29671106@N00,11192935686_ced2c71871_o.jpg,191,"(8, 12)",f,478,1638,382,382,185,0,78
29671106@N00,11192935686_ced2c71871_o.jpg,198,"(8, 12)",m,31,1557,383,382,190,0,35
29671106@N00,11192935686_ced2c71871_o.jpg,192,"(8, 12)",f,1808,1485,319,319,170,0,73
29671106@N00,11192935686_ced2c71871_o.jpg,197,"(8, 12)",m,811,1831,306,306,180,-15,133
29671106@N00,11192935686_ced2c71871_o.jpg,193,"(4, 6)",m,2679,1158,286,287,170,45,32
29671106@N00,11192935686_ced2c71871_o.jpg,186,"(0, 2)",u,736,1552,274,274,170,0,73
29671106@N00,11342419943_2104df56ce_o.jpg,186,"(0, 2)",u,0,0,2628,2232,-70,0,68
29671106@N00,9199700485_7da67d9a53_o.jpg,189,"(38, 43)",f,1966,484,427,427,10,15,64
29671106@N00,11460332715_6533704e3b_o.jpg,186,"(0, 2)",u,140,81,2473,2367,-95,0,57
29671106@N00,8940278021_d3a8bc3dfd_o.jpg,186,"(0, 2)",u,0,0,3264,2448,-75,0,66
29671106@N00,11486675184_46933e3bbf_o.jpg,186,"(0, 2)",u,278,839,1001,1001,-105,0,130
29671106@N00,10520831446_4c8e2ef166_o.jpg,186,"(0, 2)",u,1265,709,446,446,20,0,24
29671106@N00,11342384724_21c352c662_o.jpg,186,"(0, 2)",u,0,0,2707,2448,-70,0,69
29671106@N00,11506365876_9478010ab2_o.jpg,187,"(8, 12)",f,1450,1464,395,395,-100,0,111
29671106@N00,11506365876_9478010ab2_o.jpg,186,"(0, 2)",u,1786,643,293,294,-80,0,66
29671106@N00,9395345175_9e7453045f_o.jpg,186,"(0, 2)",u,753,688,1199,1199,-75,0,139
29671106@N00,9202452414_6170c3c94e_o.jpg,186,"(0, 2)",u,833,473,765,765,5,0,41
29671106@N00,11463787475_b03b5d270c_o.jpg,186,"(0, 2)",u,1442,739,956,956,0,0,116
29671106@N00,11193159753_c59e924ccd_o.jpg,186,"(0, 2)",u,795,868,969,969,10,-30,143
29671106@N00,9061029490_0bc2dd2f00_o.jpg,186,"(0, 2)",u,752,497,1574,1574,-95,0,19
29671106@N00,11192889926_0ab072095c_o.jpg,198,"(8, 12)",m,240,1619,485,484,185,0,16
29671106@N00,11192889926_0ab072095c_o.jpg,197,"(8, 12)",m,454,1896,408,408,175,30,74
29671106@N00,11192889926_0ab072095c_o.jpg,191,"(8, 12)",f,938,1743,389,389,180,0,58
29671106@N00,11192889926_0ab072095c_o.jpg,192,"(8, 12)",f,1867,1608,383,382,175,15,43
29671106@N00,11192889926_0ab072095c_o.jpg,195,"(4, 6)",f,2142,1604,363,364,185,0,61
29671106@N00,11192889926_0ab072095c_o.jpg,194,"(4, 6)",f,1738,1241,357,357,180,45,68
29671106@N00,11192889926_0ab072095c_o.jpg,193,"(4, 6)",m,2674,1321,312,312,170,15,70
29671106@N00,11459911816_d77b9eecef_o.jpg,186,"(0, 2)",u,140,81,2473,2367,-95,0,57
29671106@N00,10339473986_ab0ec6abee_o.jpg,186,"(0, 2)",u,634,1188,1045,1046,-70,0,38
29671106@N00,11018249294_eab0f4e3f5_o.jpg,188,"(38, 43)",m,696,1088,790,791,-90,-45,85
29671106@N00,11418572345_1d9f420bb5_o.jpg,186,"(0, 2)",u,1893,750,739,740,0,0,59
29671106@N00,11418683813_b0471671f3_o.jpg,186,"(0, 2)",u,325,709,1236,1236,-90,0,71
29671106@N00,9474604915_e3aceb958b_o.jpg,189,"(38, 43)",f,983,0,1740,1644,-5,30,77
29671106@N00,11486716115_7033b1b1bf_o.jpg,186,"(0, 2)",u,881,58,1313,1314,-75,30,104
29671106@N00,11560287505_f2b6e4604a_o.jpg,186,"(0, 2)",u,1969,981,313,313,-80,0,163
29671106@N00,10211396544_86311e21b9_o.jpg,186,"(0, 2)",u,1208,612,1102,1102,165,0,82
29671106@N00,11422383234_c29f684f39_o.jpg,186,"(0, 2)",u,352,60,2486,2388,-95,30,97
29671106@N00,9199713127_c5dd72b799_o.jpg,199,"(38, 43)",f,2473,1372,733,733,185,-15,105
29671106@N00,9199713127_c5dd72b799_o.jpg,200,"(38, 43)",f,1609,1499,466,466,175,0,155
29671106@N00,9199713127_c5dd72b799_o.jpg,187,"(8, 12)",f,1888,1636,395,396,180,0,126
29671106@N00,8940368673_acdd8b4f18_o.jpg,186,"(0, 2)",u,436,165,1056,1035,-90,30,46
29671106@N00,11560449433_eefea5c2dc_o.jpg,186,"(0, 2)",u,1603,956,605,605,-85,-30,103
29671106@N00,11464107854_d986f54b3f_o.jpg,186,"(0, 2)",u,4,0,3260,2448,-70,-30,36
29671106@N00,11018087185_8e5991fae3_o.jpg,188,"(38, 43)",m,725,1080,797,797,-90,-45,72
29671106@N00,11421252446_83e87256e0_o.jpg,186,"(0, 2)",u,1404,1090,490,491,-85,0,123
29671106@N00,11486766086_54a3493f25_o.jpg,186,"(0, 2)",u,240,659,1466,1467,-80,0,58
29671106@N00,11506343234_8b8e2efa2a_o.jpg,187,"(8, 12)",f,1824,1440,383,383,-95,0,96
29671106@N00,11506343234_8b8e2efa2a_o.jpg,186,"(0, 2)",u,2159,631,274,274,-80,0,80
29671106@N00,11421622113_bdbdcde54f_o.jpg,186,"(0, 2)",u,1032,1235,657,656,-80,15,37
29671106@N00,9266655911_e5f80a8c32_o.jpg,186,"(0, 2)",u,459,0,2805,2448,-95,0,64
29671106@N00,11422325593_5701e9f756_o.jpg,186,"(0, 2)",u,551,425,1434,1434,-85,0,139
29671106@N00,10163400255_39e28ee8ec_o.jpg,186,"(0, 2)",u,1217,798,542,542,-70,0,164
29671106@N00,10230506166_fb8cde06a9_o.jpg,186,"(0, 2)",u,992,702,657,657,-100,-30,21
29671106@N00,11466942443_17c4bba8b3_o.jpg,186,"(0, 2)",u,207,412,2403,2036,-85,30,61
29671106@N00,11467986856_1eeae7ae95_o.jpg,186,"(0, 2)",u,779,321,1555,1556,-20,0,71
29671106@N00,8874470995_5ae730b021_o.jpg,186,"(0, 2)",u,629,0,2595,2448,-85,0,31
29671106@N00,10211282833_9eaaa94013_o.jpg,186,"(0, 2)",u,474,498,969,969,-75,30,117
29671106@N00,9511035633_d94da75357_o.jpg,186,"(0, 2)",u,1792,1174,491,491,170,30,47
29671106@N00,10569791014_c2d634a229_o.jpg,186,"(0, 2)",u,1040,369,2155,2079,-85,0,92
29671106@N00,10217932725_bb38ef44dd_o.jpg,186,"(0, 2)",u,988,1074,599,599,-100,30,44
29671106@N00,11506339644_bbc16aeda9_o.jpg,187,"(8, 12)",f,1821,1439,383,382,-95,0,109
29671106@N00,11506339644_bbc16aeda9_o.jpg,186,"(0, 2)",u,2151,623,287,287,-75,0,46
29671106@N00,9058796093_8ebf9ebedc_o.jpg,186,"(0, 2)",u,250,0,3014,2448,-115,15,24
29671106@N00,9336986611_1ac5994ae0_o.jpg,189,"(38, 43)",f,180,127,924,833,-70,-30,48
29671106@N00,9336986611_1ac5994ae0_o.jpg,191,"(8, 12)",f,144,0,808,644,-70,0,39
29671106@N00,11472306873_9c57d2b10c_o.jpg,186,"(0, 2)",u,533,1000,931,931,-110,0,143
29671106@N00,11417708003_dab18db5ae_o.jpg,186,"(0, 2)",u,239,253,2193,2193,-95,0,65
29671106@N00,11018240754_1069618c84_o.jpg,186,"(0, 2)",u,1485,517,784,785,-15,0,133
29671106@N00,11018240754_1069618c84_o.jpg,188,"(38, 43)",m,785,90,746,746,-5,0,81
29671106@N00,9511036309_036be676b2_o.jpg,186,"(0, 2)",u,1821,1184,421,420,160,0,44
29671106@N00,8768535065_61504b4b4b_o.jpg,186,"(0, 2)",u,874,355,2130,2093,-85,0,36
29671106@N00,11458423893_e8ae9b8e82_o.jpg,186,"(0, 2)",u,444,313,1945,1945,-85,0,102
29671106@N00,11506282965_3691e18c7c_o.jpg,187,"(8, 12)",f,1506,1600,376,376,-100,0,68
29671106@N00,11506282965_3691e18c7c_o.jpg,186,"(0, 2)",u,1796,537,267,267,-80,0,50
29671106@N00,9058764529_a137a18f90_o.jpg,189,"(38, 43)",f,1477,607,969,969,5,0,55
29671106@N00,9058764529_a137a18f90_o.jpg,188,"(38, 43)",m,1974,333,644,643,5,0,117
29671106@N00,9339980026_5ac9e90824_o.jpg,188,"(38, 43)",m,814,417,682,682,-10,0,27
29671106@N00,11471807775_491b779258_o.jpg,186,"(0, 2)",u,494,750,1032,1033,-95,0,162
29671106@N00,10211063884_51b3f0fc45_o.jpg,186,"(0, 2)",u,282,376,937,937,-85,0,147
29671106@N00,11417728133_96d41181f0_o.jpg,186,"(0, 2)",u,126,120,540,540,-110,15,85
29671106@N00,9199722273_73bae44e66_o.jpg,196,"(38, 43)",m,956,1595,389,389,180,30,104
29671106@N00,9202492304_eeac416362_o.jpg,187,"(8, 12)",f,1332,1611,593,593,175,0,82
29671106@N00,9199717301_660f02f2db_o.jpg,188,"(38, 43)",m,2546,1582,485,485,190,-15,39
29671106@N00,9199717301_660f02f2db_o.jpg,196,"(38, 43)",m,962,1620,395,396,180,30,143
29671106@N00,9474536505_003c8fbd66_o.jpg,186,"(0, 2)",u,216,927,1607,1521,-75,0,45
29671106@N00,9398129198_c6e5f1d766_o.jpg,186,"(0, 2)",u,1655,763,523,523,-25,30,29
29671106@N00,10211616403_540ffbbce6_o.jpg,186,"(0, 2)",u,1506,517,1702,1703,195,0,87
29671106@N00,11418530785_b621b206a4_o.jpg,186,"(0, 2)",u,335,120,945,840,-110,30,13
29671106@N00,9096091662_8fdc49c621_o.jpg,186,"(0, 2)",u,847,392,1817,1816,-80,0,98
29671106@N00,11421409673_bd8863227e_o.jpg,186,"(0, 2)",u,357,283,2448,2165,-90,30,32
29671106@N00,9348803010_87eb139b20_o.jpg,186,"(0, 2)",u,1608,1043,854,855,-85,0,34
29671106@N00,11486790106_0cf2f39dd0_o.jpg,186,"(0, 2)",u,418,0,1530,1355,-85,0,124
29671106@N00,11459975825_acb6060b49_o.jpg,189,"(38, 43)",f,176,175,777,777,-95,-45,23
29671106@N00,11459975825_acb6060b49_o.jpg,186,"(0, 2)",u,271,0,640,533,-80,0,155
29671106@N00,10063326625_d0c05e7401_o.jpg,188,"(38, 43)",m,482,659,415,415,-100,0,77
29671106@N00,11018233916_cd0d560ec0_o.jpg,189,"(38, 43)",f,76,702,1281,1282,-70,0,41
29671106@N00,9058731221_4dd5b43eff_o.jpg,189,"(38, 43)",f,487,643,1033,1033,-95,0,94
29671106@N00,9404231808_7b50833096_o.jpg,186,"(0, 2)",u,911,242,2353,2206,-115,30,19
29671106@N00,11417557135_f3c91c7759_o.jpg,186,"(0, 2)",u,419,0,2760,2448,-95,0,11
29671106@N00,11192889285_5e23fd3dd4_o.jpg,195,"(4, 6)",f,2295,1471,382,382,200,0,52
